goal,sol,gt,ai2id,qualtid_org,qualtid_new
How can you make your stale bagel edible?,"Run it under hot water for thirty seconds, then place in 350 degree oven for 5 min.",1,da312604-cdeb-4f6b-bbe1-f7101eca8b49,10_Q8,3_Q7
"To make your own pop up card,",attach folded strips of paper to the back of each cut out and the face of the card.,1,bd645f57-a507-4ad7-bc52-dceecf950fd7,11_Q8,4_Q7
shampoo,cleans hair from dirt,1,dfef3ef7-4852-4f5a-8603-5dbad79c6ebc,13_Q8,5_Q7
mop,has a long handle ,1,d3289bb9-7a13-499f-b050-b1d509e15410,14_Q8,6_Q7
how do you put a stamp on a t-shirt?,you glue it on.,0,ed8fbf1d-9515-4b35-b2a9-d0b93afd7e0b,15_Q8,7_Q7
sunbathing,makes freckles appear,1,357d2fce-434a-4165-95b1-912f370f78a8,16_Q8,8_Q7
a shelf,can hold milk ,0,afdf7eda-b03d-4a98-973f-ee0556178de9,17_Q8,9_Q7
Hold hair pins near tub.,Place pins on top of toilet paper roll.,1,95f2930b-c366-46bb-9672-a0a4fcedd64f,18_Q8,10_Q7
change a lightbulb in a ceiling fan,"Turn the switch off for the fan and light.Carefully reach up and take hold of the bulb that is blown. If it is hot because it has been on recently, use a cloth to protect your hands. Unscrew the bulb and carefully screw in a new bulb until it breaks in your hand",0,bdada67e-91ed-4d04-a5ca-fde359e98dc0,19_Q8,11_Q7
skateboard,use the edges to apply super glue to something,1,0db81131-c2e0-409d-8d13-b36a3c72698e,21_Q8,12_Q7
how do you butter toast?,"use a knife to grab the butter, and then spread it over a piece of toast.",1,16e87ab9-1579-474d-8d0a-48b1622fbe54,22_Q8,13_Q7
"To make small candles to float in water,","rub a blue candle on a grater over an ice cube tray and fill the tray with cold pressed olive oil, then stick a wick in each cube wrapped around a pencil, after solid pull them out.",0,8cb490e0-b8b2-43ef-9b2b-6ac646c22896,23_Q8,14_Q7
How to thicken barbecue sauce.,Pour sauce into mason jar and place in oven.,0,00ad4fd5-2f97-4ad7-bf20-0f74116e8c3f,24_Q8,15_Q7
"To sharpen the end of a nail, you can",Run the end of the nail on mulch until it becomes sharp,0,e3014b22-e069-431d-9ddd-ceb2c77f2cc3,25_Q8,16_Q7
What materials are needed to hand sew an article of clothing?,"Thread, needle, knife, material and ruler",0,93dcadba-69da-4c75-87a0-2e508e3747e2,26_Q8,17_Q7
to attract blue banded bees to the homemade insect hotel,Use a half/half sand wood mixture in the hotel,1,34c43ab8-dabe-4f57-a616-e269f7068320,28_Q8,18_Q7
hose,Can be guarded by camera on security monitor,1,284541d1-ede1-43f0-8b6f-23633df8ec30,29_Q8,19_Q7
How to make hole in tin can.,Use a bobby pin to drill hole into sides of the can.,0,e1f9838e-5af5-4ab5-a184-a5f2a0eb6497,30_Q8,20_Q7
How to wear a wide brimmed hat?,Take the hat and place it on your head so that your head goes inside the opening.,1,2c328f39-8d10-4c9c-9d53-1cfecc32caa5,2_Q9,21_Q7
To tidy up the pancake making process,Put the pancake mix in a used ketchup bottle.,0,cc663d48-a87f-48f2-b054-accab99892d6,3_Q9,22_Q7
To cover the slide portion of a child's wooden slide,Use a soft surface with an adhesive back.,0,b894f4bc-dfc2-48e9-9a8e-6ce5728ed694,4_Q9,23_Q7
Wire Racks,can hold pennies. ,0,b8b94d05-a0c0-4e3a-a391-8726a3787ae1,6_Q9,24_Q7
To knock out a stone fireplace for a renovation,"Use a 1 lb hammer, hitting the stone until it all falls apart.",0,9518f063-bd34-4a1c-8c73-93658a500f8d,7_Q9,25_Q7
how do you shut off the wifi?,unplug the router so that there won't be any more connection.,1,21f7421a-1536-40cf-b381-1565b3ebb541,8_Q9,26_Q7
"To make as simple bread recipe,","mix egg, yeast and water.",0,a43ee6e2-6e48-49d4-8795-bff809b8a100,9_Q9,27_Q7
"How can I make money, at home, easily?","Sign up for Neilsen ratings, they want you to have an app on your browser and will give you 50 dollars a year if you will allow it.",1,3af2c574-2905-45a2-8616-5b9b2866a98e,10_Q9,28_Q7
How to open an electronic gadget's case,Use a thick guitar pick as a pry along the edges of the case to open it.,1,5dbc428a-aa81-4abb-aaae-6a0c4d725459,11_Q9,29_Q7
Make a camping shower head.,Attach a watering can to a large jug.,1,64f45875-e6b8-453e-8fa5-28d0c68e9dc2,13_Q9,30_Q7
,,,,,
To get rid of under eye bags.,Get a raw potato and wash it and peel it. Cut two slices off and place directly under your eyes for a few minutes.,1,c6e048ec-4164-40d9-be49-49bb3a9d096d,14_Q9,1_Q8
how to identify a square,A square is a six-sided figure which is created by connecting 4 line segments. The line segments in the square are all of the equal lengths and they come together to form 4 right angles.,0,2b6a8a21-948a-4181-a2a6-10c543249a1f,16_Q9,2_Q8
chalk,can easily be broke with fist ,1,7bf27d96-364f-43d8-b296-8f44b59319de,17_Q9,3_Q8
how do you use dumbbell bars?,you life them with your arms.,1,728d70b7-89ae-46c9-832a-8fb1dfba059e,19_Q9,4_Q8
How to use an earth magnet to find a stud in the wall.,Slide it over the wall until it sticks. It finds the screws that attach the drywall to the clamps.,0,a9d85cd2-adb0-47d9-856b-f277f32cdfec,20_Q9,5_Q8
How do I prevent my muscles from getting sore after lifting weights or exercise?,"After exercising or lifting weights extensively, apply a topical analgesic to the parts of the body you were training. Also apply an ice pack if needed to reduce swelling.",0,ea19be52-d1d4-43f4-84e3-d543761afe3e,22_Q9,6_Q8
bath tub,can hold a car easily.,0,8cd30a87-8917-49af-8238-4244a84b8881,23_Q9,7_Q8
To cover a print with masking tape before spray painting it.,"Carefully put the tape around the shapes and area to be protected from the paint, following as closely to the original shape as possible.",0,a47a89ea-3315-47d4-b34c-1c4f0873b911,24_Q9,8_Q8
To make corn bread.,Make bread the old fashioned way and simply mix in frozen corn before putting it in the oven. Then bake for the normal amount of time.,0,f36ef603-e97f-4f29-8525-90f683a8e031,26_Q9,9_Q8
To combine cake ingredients.,"In a large mixing bowl, combined three egg yolks and half of the white granulated sugar and whisk till it reaches a pale lemony yellow mixture.",1,cc15367c-c232-4741-9936-54445cf41759,27_Q9,10_Q8
How much rhubarb do I need for making rhubarb strawberry pie?,You need about four normal-sized stalks of rhubarb.,1,668d202e-48e1-423b-95c6-c8f4cce543c0,28_Q9,11_Q8
How do I get a stain out of my curtains?,"Apply a generous amount of liquid dishwashing soap on the stain. Dampen a sponge with hot water, then blot the fabric to work the soap into the grease. If possible, launder the curtains in hot water with a mineral-based wood cleaner.",0,6f314451-1999-415f-96ba-1312abc489b3,29_Q9,12_Q8
Cure a headache with a drink.,Brew some kool-aid.,0,544ae91d-93cd-45e7-9885-f458cb96d8af,30_Q9,13_Q8
Make air freshener.,Spray packing peanuts with perfume and put in empty jar.,1,9b7cbd4f-ab55-4436-8c00-7440d31ec8cc,1_Q10,14_Q8
How to sharpen a pencil without a pencil sharpener?,Take the handle of a scissor and scrape away at the wood at the bottom to reveal more pencil,0,204b0288-d7ee-4650-b25c-20723346b009,2_Q10,15_Q8
How should I drill the hole in the back of the frame?,Carefully drill the hole with a portable drill with a small bit. You can eyeball the location since it doesn't have to be exact.,1,e6bbfdae-9555-4ad2-98be-eaa71b239876,3_Q10,16_Q8
Save time at baggae claim.,Wrap dark cloth around luggage handle.,0,57bfb902-07d6-425d-80c3-27d4bcf17308,4_Q10,17_Q8
make zoodles,Pat zucchini noodles dry with paper towels after spiralizing them. ...    Cook zoodles over medium-high heat. ...    Do not cover the zucchini during cooking. ...    Don't overcrowd the pan. ...    Add lots of salt to the pan..    Use a pan that conducts heat well. ...    Don't overcook the zoodles.,0,65bb468e-fb51-48d5-810f-3f9829195d7f,5_Q10,18_Q8
Get rid of flies indoors.,Use and electronic paddle swatter a regular fly swatter.,1,98bd2717-8c05-4aca-b189-afa09a3ce470,6_Q10,19_Q8
To prepare the hotdog base for the hotdog burger,Cut the hot dogs into inch long chunks and put them into your blender or food processor until chopped meat consistanc,1,4947ad3f-0f1a-4537-adab-0f77baa95f0b,8_Q10,20_Q8
To learn how to ride a bike.,Just get on the bike and start riding to learn how to do it consistently.,0,3e2db322-eca6-4f1d-807e-0fb02e193e7d,10_Q10,21_Q8
"When I'm deep frying a turkey, how defrosted should it be?","It should be completely frozen, otherwise the oil may boil over and start a fire.",0,bcd5ef7d-9377-4eca-bb70-54aea8b1e4d7,11_Q10,22_Q8
How to improve your jaw in boxing,Practice being hit in the head to develop a tolerance to being hit.,0,d204d3d6-e081-4d6b-ac20-99d7c6b6ce9f,12_Q10,23_Q8
How can you reuse old lip balm containers?,"Disassemble the container and clean with hot, soapy water. After clean, add your homemade lip balm.",0,8a9b6d61-a85c-4db7-ba29-3cfa2c155c7d,13_Q10,24_Q8
how to make smoky pretzel mix,"Mix Melt 1/2 stick butter with 3 tablespoons brown sugar, 1 teaspoon smoked apple and cherry wood chips and 1/4 teaspoon cayenne. Toss with 3 cups mini pretzels and 2 cups mixed nuts. Spread on a baking sheet and bake 20 minutes at 325 degrees F, stirring.",0,5e4d86b5-9532-446a-b7cd-71aaa34bd85f,14_Q10,25_Q8
To get a stain out of clothes.,Use a tide pen to target the stain.,1,b0145ee5-7b45-448d-915f-ee2ac27c35a8,15_Q10,26_Q8
How do you remove the center seed pack?,"Use a paring knife and slit the jalapeno lengthwise, then hold the jalapeno open and slide the edge of the knife across the inside surface of the pepper.",1,c6f92117-f294-498c-98a7-00cce6ea0e06,16_Q10,27_Q8
How do I cool the  cheese roll ?,Put the cheese roll in the oven for a few hours.,0,b79d83e3-206d-435f-bd7a-1d858fcfa103,17_Q10,28_Q8
how do you cook chicken?,"any way you want, until it is brown.",0,a202759c-5d08-449c-9d91-3887298521af,19_Q10,29_Q8
strainer,can go in pick ,0,35b1fa25-cae5-4b98-9ff3-d302e9acb85f,20_Q10,30_Q8
,,,,,
Prevent rust ring from metal shaving cream can.,Coat the top of the can with clear nail polish.,0,6aa2fbb3-45e2-4065-9818-27ed623b9f84,21_Q10,1_Q9
To cut the rolled out poptart pie dough,"cut triangles the size of a poptart,  roughly 3 by 5 inches",0,bd8ac41f-fc3e-459d-9ca8-a7f0e2c36f1c,22_Q10,2_Q9
",A knife",can  destroy a marble ball ,0,72bc34d6-887e-4f28-a9de-34d32327c520,23_Q10,3_Q9
To clean a thermos without putting it in the dishwasher.,Fill it with soap water and shake and let it sit on each end for a few hours.,1,766399c4-8b1d-409d-a0eb-a83b5dd97afe,24_Q10,4_Q9
Why do some people get tongue tied?,"Shyness is a common cause of awkward pauses in communications in certain social settings, or meeting people, but if the tongue is actually tied it may need surgical removal.",0,0b50cd75-b0f2-4636-a63f-fb4f11ff5754,25_Q10,5_Q9
How do you prepare fresh chicken eggs?,"Use warm water, not cold water. Warm water can cause the contents of the egg to expand against the shell, helping to prevent bacteria to enter through the shell. No need to use harsh soap, bleach, or vinegar…cold water is sufficient.",0,6d09ad82-5808-47cc-abd0-ffd16eb35512,26_Q10,6_Q9
water,can drown a fish ,0,0f209f9b-0005-4676-91a7-3f33b5840771,28_Q10,7_Q9
Organize the pantry,Put a lot of cardboard boxes in there and throw cans and boxes of pantry goods in those so nothing rolls on the floor when you open up the door to the pantry,0,f22daa5f-ea4b-4f3b-bd36-ac74af15735d,29_Q10,8_Q9
To prepare frappucino bottles to be repurposed as spice storage bottles.,Take the empty frappucino bottles and peel off the labels using a knife. Wash rubber seal caps thoroughly and let them dry.,0,b200bf8c-dbea-4de8-9e52-bf04fae1dffa,1_Q11,9_Q9
How do I attached a rubber foot to wood?,Buy a pack of rubber feet and just set them on without glue.,0,9ccd48a1-41c1-4edf-b1a9-d0a432866b78,2_Q11,10_Q9
How do you cut a baked polymer clay stick in order to make clay sprinkles?,Press a razor into the stick about 1/12 of an inch from the end of the stick. Apply pressure until the razor slices partially through the clay stick.,0,60ecaa4c-220c-4bf7-a8e5-5bb6e2ab30d0,3_Q11,11_Q9
To make a double boiler,using a saucepan with about an inch of warm water and adding a glass Pyrex bowl that fits on bottom and touches the water,0,c126a2af-c8c4-417a-af3c-b8cc1bf4cd9c,4_Q11,12_Q9
gun,killing Wasp ,0,aede2e9d-d1f6-45a4-98ac-b9d942109fef,5_Q11,13_Q9
to depress someone?,make them angry,0,3c9c66b7-6dca-4025-880d-a2641d26c41b,6_Q11,14_Q9
"To make a good Thank giving food basket for low income people,",pack the basket with bulk dry good like beans and rice.,0,15b20eb0-0d12-4faf-b11a-471f6e72f13d,7_Q11,15_Q9
How to grow a plant.,Bury seed in soil and add 1 cup of water daily.,1,48069f18-a4bf-4dec-b944-770fcbb33b88,8_Q11,16_Q9
push pin,to hang mittens on corkboard,1,154e15cc-19d8-4977-8d58-8917c5ced271,10_Q11,17_Q9
old shirt,can be donated to dead people,0,a7b80953-daae-4176-988f-3de12a43d0b4,11_Q11,18_Q9
How do you pour metal safely into molds?,Pouring molten metal can be exceedingly dangerous.  Please take the time to research it thoroughly and use appropriate safety gear. You do not want to drop a crucible of liquid metal on your foot.,1,6193c9f8-b13d-4d71-927f-0b8a1400c750,12_Q11,19_Q9
How do you clean an aquarium filter?,"It is important to protect the beneficial bacteria in the aquarium's filter, because this is what will process the toxins from fish waste, harmful ammonia and nitrite, into the far less toxic nitrate. To protect this bacteria while cleaning the filter, do not throw away used filter pads until they are absolutely falling apart. Instead, swish them around in a little chlorinated water to remove any dirt and debris, and put them back.",0,b5f70dcb-51da-4192-a989-58cac4e8616e,13_Q11,20_Q9
"To attach a set of LEDs together so that they are functional, you can",Superglue them together,0,bdff0105-7478-4d4d-afc5-5f2b8be5b9f3,14_Q11,21_Q9
shot glass,can sit on a tablet ,1,474a5a48-dae3-4f85-bc98-522f146d223f,15_Q11,22_Q9
Save money on airplane flights.,Book flights on Fridays or Saturdays.,0,067aa1cf-f2ab-4e39-8f74-8fab2bb5e069,16_Q11,23_Q9
shirt,can be worn on body always,1,d642d70c-c20d-4b2a-b32f-ac677e918ff8,18_Q11,24_Q9
"To join pieces of plastic straws together for curved, polygonal art.",Run metal rods through the straws to join pieces.,0,23d2fa56-624b-4f46-8554-f5998989891d,19_Q11,25_Q9
How do I fuse glass for an art pendant?,"To fuse glass for an art pendant, place the kiln base on a metal plate carefully so that the arrangement of your pendant is not disturbed and then cover it with the microwave kiln cover.",0,af89dc7c-83d4-4d40-ba92-052dce878cf6,20_Q11,26_Q9
To shape duct tape into a perfect circle.,Use a gasket punch and a hammer.,1,2d6a0190-ee99-4834-8ddb-3713efcd642d,23_Q11,27_Q9
How to keep herbs from wilting?,Wrap the herbs in some kitchen towel and then in a freezer bag and keep in the top shelve of the freezer,0,f7cf6f3d-adba-4283-9d42-5b55c7b13473,25_Q11,28_Q9
How to clean a mirror,Using windex and paper towels or newspaper.,1,f12dcbc7-bfb2-41b3-9d3f-17c7ada118b6,26_Q11,29_Q9
"When following a recipe that calls for a baking pan, how do you know whether you should use a glass or metal pan?","If the pan type is not specified in the recipe, the term ""baking pan"" generally refers to a glass dish, while ""baking dish"" usually refers to a metal pan.",0,8511a3db-b85b-46c3-b82c-033fac9caa8d,27_Q11,30_Q9
,,,,,
How do you talk into a mic without causing distortion.,Hold the mic close to your mouth but not touching it.,1,ced1635d-91ea-48ac-a55c-b3de198f27a0,28_Q11,1_Q10
To get the clay flower pot bread flower pot out of the coals,get the hot flowerpot out of the coal using tongs after 20 mins,1,c959ac16-7f83-4537-8a97-eccf8fc8a61c,29_Q11,2_Q10
to taser someone,Hold handle of taser. Use on switch to turn on taser. Once on an activated throw taser handle first at person.,0,6ad9bf18-c9db-499c-983f-ddef6fd73811,30_Q11,3_Q10
How to apply sunscreen to the face?,Open the container of sunscreen and put some on your fingers. Rub the product onto every part of skin on your face until it's evenly distributed.,1,84faa04a-59f3-4325-97b0-e49dc159f1d2,1_Q12,4_Q10
Remove stench from baseball cap.,Place dryer sheets outside cap when wearing.,0,faabb4d8-44ee-44d9-adfb-ce22d2d92a81,3_Q12,5_Q10
How do I make a hanging lamp with Christmas lights?,"Buy some craft wire, twist the wire into a lampshade form and attach the Christmas lights to it, hang and pull off all of the lights.",0,35acb88a-749a-4b61-bf94-a80ce35c8b55,5_Q12,6_Q10
"To coat veggies with flour and seasoning, you can",Use a spoon to coat the veggies,1,15c28a14-8b0d-4810-9167-bc3a097c8179,6_Q12,7_Q10
What supplies are needed to make a 'The Neverending Story' book box?,- Wood box        - White acrylic paint        - Gold Sharpie        - Printer        - Cutter        - Soap bubble        - Glue        - Varnish,0,f6ecbae2-9563-44c9-a4af-ed6a8d1b4a21,7_Q12,8_Q10
To clean off the blinds in your home.,Take a duster or a rag even and wipe the dust off the blinds.,1,ab2abb4a-6461-475a-aaf4-6b4617d93205,8_Q12,9_Q10
how to give pastry's a glossy appearance,brush tops with an egg wash,1,8777b732-b8f4-4a68-ad0e-12ad1a9e822f,9_Q12,10_Q10
"To mark lines in a piece of dough, you can",Use the blunt side of a knife,1,88b41728-9d68-461e-8902-66fa73540307,10_Q12,11_Q10
To protect a dish while it's in the fridge,Cover it in plastic wrap,1,72d7fe4f-6a82-489b-a68a-f33d57813c70,11_Q12,12_Q10
How to puncture a hole in the bottom of a soda can.,Take a dart and drive it through the bottom.,1,a75a247b-c839-4558-b33f-7175c4ea6c37,12_Q12,13_Q10
"To pry a nail out of a board,","use the fblunt end of the hammer to grasp the nail, then use the hammer handle as a lever to pry it out.",0,4a302b06-4ea0-4253-b4cd-bd998f77e4d6,14_Q12,14_Q10
how do you gain arm muscle?,work out your arms.,1,741abbec-c0c1-4c84-ae5f-280a47394185,15_Q12,15_Q10
how to pit cherries without a pitter,Use an empty slow cooker and a hard straw or chopstick to remove pits from cherries and olives.,0,9befe1a7-d1fe-47a3-9b34-52d6bb371eec,16_Q12,16_Q10
how to hold a match for a fading flame,Hold the matchstick upwards will make itvery easy and fast for it to consume the fuel in the matchstick.,0,34b93ce4-0852-441a-95dc-5dba4f5dd2f2,17_Q12,17_Q10
How to make sure your pet is healthy?,"Feed the healthy protein, water, medical supplements and take them to the zoo regularly.",0,93de7467-0989-43ed-9bea-e19e6316f654,19_Q12,18_Q10
How to tie shoes.,Lace shoe laces through the eyelets of the shoe and tie in a bow at the top.,1,fce3e58f-ce4e-4c88-88cc-fbe8e3047727,20_Q12,19_Q10
How to properly store kitchen knives?,"Once the knife is clean and dry, place it inside a sheath and into a knifeblock or alternatively without a sheath into drawer",0,d39f6395-47a4-4510-8731-7ecc438fcc75,23_Q12,20_Q10
One wants to eat Vegetarian.,One could have Eggs Florentine.,1,9bb22f7e-803a-4fb2-922e-4a168346ae2a,26_Q12,21_Q10
How do I remove wrinkles from a new leather jacket that has never been worn,"After taking a hot shower, hang the jacket in the shower but don't let it touch any water. The steam from the shower should help get rid of the wrinkles.",1,526bb673-7c80-461a-8add-510136ef1e35,29_Q12,22_Q10
how do you play scrabble?,make words out of the letters you're given that connect with the letters already on the board.,1,080f4e6c-dd33-4069-9eb1-4b715bd36365,1_Q13,23_Q10
How can you cure hiccups at home?,"Hold your breath, then swallow 3 times.",1,9ab3a1d2-21d5-460a-b8cd-9ef1d72d1c81,5_Q13,24_Q10
wire,can make a hook for a walking stick ,0,713bac76-9633-4645-87f1-97c0dd7c4141,6_Q13,25_Q10
What is a good inner-garment for a lady to wear with a strapless dress?,"Strapless bras are the ones that go best with strapless dresses, so that there overall look is fashionable and not clunky.",1,591088a6-985f-43e3-970c-819c956eff02,8_Q13,26_Q10
"To attach two pieces of leather to each other, you can",Glue and sew them into seams for a connection,1,175af0e8-b1ec-49a6-9fdf-8abff410af02,9_Q13,27_Q10
"To keep your entertainment center safe from children,",arrange a simple pet cage around it.,1,304a2bb1-82f7-4368-9b47-510abfa51a4d,10_Q13,28_Q10
Make a fluffy ball from the fabric and fluff,Put a ball of stuffing in the center of the fabric circle and wrap the stuffing around the fabric to make a fluffy ball,0,c6372d58-c092-4897-933d-3b1539f20213,11_Q13,29_Q10
How to hide scratches on leather furniture.,Use the same color shoe polish to cover the scratches. Rub off any excess.,1,f9b93b31-9ad7-42dd-b069-913509d70216,12_Q13,30_Q10
,,,,,
Refresh old sand paper on an electric hand sander without spending additional money.,"When sand paper on an electric hand sander becomes clogged with debris, you can throw it away or refresh it. Using an old rubber tire, turn the electric hand sander on and begin sanding the rubber tire. The rubber tire removes the debris from the sand paper like an eraser without spending additional money for new sand paper.",1,11820d49-fc3c-47a9-b2d6-7ca36a9f9623,13_Q13,1_Q11
How do we make the paper earrings dome shaped?,Once you have completed the dome earrings roll them into a ball using your hands. Then cover with glue.,0,9d757413-9b05-42c0-9af0-06e470d634ba,14_Q13,2_Q11
filters,can be used to  produce radio signal,0,a849a2c4-8326-44a7-821c-a8829cb5ad68,15_Q13,3_Q11
To keep Boots and thick shoes dry and smelling fresh.,"Fold newspapers  and place inside wet shoes to dry, along with drier sheets. It will dry the sheets and leave them smelling fresh.",1,480a6d24-5bcb-43f4-9594-0dc3c2240f6f,16_Q13,4_Q11
how do you squat in an apartment?,visit there without permission.,0,65a16493-b58f-4762-9b6c-1bfb7d962f65,17_Q13,5_Q11
What ingredient is left out of fluffy slime that is normally in regular slime?,Butter,0,50118563-f481-4a15-ba0b-7737a0d91b4d,18_Q13,6_Q11
"To more easily access popular rides at a theme park,",go to the theme park on a popular holiday instead.,0,6d3cfb8c-d99c-4fcd-8c39-50eadf7a3349,20_Q13,7_Q11
bowl,can store shoes ,0,62c89ffd-b1d4-415c-949b-1f8c33e1c542,21_Q13,8_Q11
how do you smear liquid?,pour it all over.,0,eec8296a-dc22-41d2-ae1a-3103844136c7,22_Q13,9_Q11
folder,can hold paper dolls with clothes on,1,46458545-bb1e-49b5-9866-9444051cbd92,23_Q13,10_Q11
What color should I paint a cardboard Iron Throne cat bed?,"Paint it completely black with acrylic paint, then dry brush with a tiny bit of silver paint to add highlights and depth.",1,3461ed6c-7479-4fb5-bc48-53c5f66e66d6,24_Q13,11_Q11
How to clean your computer keyboard keys?,"You can get tiny letter stickers that just stick on the computer keys, and you may never have to bother again with windex or vinegar. The F keys are usually tricky, as they are so small, however you can place or tape a cardboard sign above these ones, that indicates what each one should be.",0,bf4db14c-3526-48c7-b742-20981902e646,25_Q13,12_Q11
To make cake mix used for cupcakes more dense.,Add more sugar to mix.,0,07a193ff-c337-44a1-a7ec-10791eaee2f5,26_Q13,13_Q11
how do you scavenge for something?,you look for it in one place,0,39358ba8-6403-419c-923e-d75c651f58e1,27_Q13,14_Q11
How should I start the assembling process?,You should first start with the bigger pieces and then the small ones.,0,d1719d55-2c36-42d4-a443-7107c7256853,28_Q13,15_Q11
To cook the kebab meat on a grill,Place the kebab meat on the grill.,0,7347e205-9467-4580-8c1e-c59485c1fe41,1_Q14,16_Q11
how do you use a draw/erase board?,draw on it with a marker.,1,0d00c50d-2223-4825-a675-8049903ae937,2_Q14,17_Q11
To add fragrance to glycerin for making soap.,Add oils after soap has melted.,1,1b1c87d3-b5d3-4b73-9054-279610140c23,4_Q14,18_Q11
Keep laptop from overheating.,Use on top of egg shells.,0,82154814-3603-4d48-970c-be929ae5c14a,5_Q14,19_Q11
"To clean out your dishwasher,",scrub it all and then run an empty cycle with hot soapy water.,1,4f48962e-a5e0-4e0e-af7d-b3befe1b95dc,6_Q14,20_Q11
How to install a carseat into the car.,Follow the instructions and try not to cuss too much.,1,2a1eaa66-99d8-4a3b-a966-08dfd528f200,7_Q14,21_Q11
hot mitts,can keep warm hands in the snow,1,07af0224-3c95-443c-8974-6c68729f1527,8_Q14,22_Q11
how do you cut a sandwhich in half?,break it apart into two pieces.,0,dc9ddfa8-9c7c-4ed8-b944-e818cac7a00f,9_Q14,23_Q11
floor,can hide a plastic bag ,0,f13a7470-7b4f-4720-a3e8-1cf3f91d2cee,10_Q14,24_Q11
Is there a product that helps keep dirt and grime from sticking to my car?,"Yes, you can try putting baby oil on your car and it will repel things from sticking to your car.",0,68e44e8d-4510-44d8-b980-fec9e21bac71,11_Q14,25_Q11
Acetone,removing peroxide safely,0,c0d8ee39-f606-4526-b44e-def0183ae5a6,13_Q14,26_Q11
"To add light to a project on a circuit board, you can",Attach an LED to the project,1,d8632b82-afc7-430c-966c-c6e749756fe4,14_Q14,27_Q11
Create paper microwave cover.,Place coffee can over food.,0,45c941ed-3157-4b33-a820-404ca81ca390,15_Q14,28_Q11
How can you use a brick if you have extras when you're done?,Stack them and line your garden with them.,1,1caeb3a6-dc90-4654-80c8-fa08ba202b57,16_Q14,29_Q11
cotton ball,can clean penny with peroxide,1,dc08811d-cd87-4e28-b23d-b21a2dcb0624,17_Q14,30_Q11
,,,,,
"To smooth a wooden rod so that you can drill into it, you can",Sand the edges of the rod,1,bfe8590b-3567-43e9-93b5-7edba5163e7a,18_Q14,1_Q12
magazine,can be ruined if they get wet by a jar ,0,af31ba91-33ea-47a4-a96f-f6d1713d4b85,19_Q14,2_Q12
"To make the binding for a book, you can",Use a strong paper that will not easily rip,1,a168761d-1763-4350-b4eb-cf989d3ffc06,20_Q14,3_Q12
fingers,can be wrapped in sticks ,0,6d272145-228c-402d-94b7-52b02982daae,21_Q14,4_Q12
books,shelved on ledge of window,1,c19b2523-95a2-4418-bf6b-410cdf6a2163,22_Q14,5_Q12
How do you dry out a wet honeybee?,"Set the bee in a protected, damp, and dark area outside to allow its wings to dry. It is best to place it on a flower if possible.",0,d0eef3f9-b506-4c15-81af-9f158ab52dca,24_Q14,6_Q12
"To solve a Rubik's cube,",twist the cube such that each side is full of the all different colors.,0,385fb7bf-c05e-42e8-8f2c-79c1e953c2ea,26_Q14,7_Q12
how do you walk?,move around on your feet.,1,d5ee4816-57d4-4820-86b9-e91a1742ec26,27_Q14,8_Q12
"To measure oats into a measuring cup without making a mess,","using your measuring cup on the countertop, open the lid of the oats and dump the container upside down over the oats, leveling the cup with your finger after you've poured the desired amount of oats into the cup.",0,733b3aec-6d2d-4696-9a8d-3dcf44286318,28_Q14,9_Q12
mittens,can be made into storage for mug collection,0,61fe6310-6251-41e9-b761-b686553eb9a5,29_Q14,10_Q12
how do you change your profile picture on facbook?,click on your profile picture and click 'upload profile picture'.,1,6b943aad-f469-45ae-a5a7-d897a904ecd7,30_Q14,11_Q12
Get enough rest before a trip.,Pack late and get full sleep.,0,f0795913-d423-4808-88e3-77ca69cf35bf,2_Q15,12_Q12
container,can recycle tin foil ,0,54aebb0f-8b6c-4cf3-94a1-3237abfd32e6,3_Q15,13_Q12
Learn to make my own condiment buffet for BBQ's.,"Scour yard sales and pick up an old muffin tin and use it for all of your condiments like, mustard, ketchup, mayo, bbq sauce, dips and whatever you need in a small quantity.",1,75c5b4cf-7552-44bc-bc09-882c6e0e934b,5_Q15,14_Q12
The best nail to use at every crossing of a roofing job,The use of a 160 mil nail at every crossing is the best.,1,56d403e4-e3fd-4571-ac35-793adeca8ddd,6_Q15,15_Q12
radio,can be used to listen to  silence if it doesn't have batteries,1,291271cc-f8b6-4e60-89d9-1aa377ae6993,7_Q15,16_Q12
How to boil pasta,"Boil water in a large pot. To make sure pasta doesn't stick together, use at least 4 quarts of water for every pound of noodles.    Salt the water with at least a pinch—more is fine. The salty water adds flavor to the pasta.    Add pasta. ...    Stir the pasta. ...    Test the pasta by tasting it. ...    Drain the pasta.",0,3882d6a0-2c22-4e9c-8fd3-c947070606c9,8_Q15,17_Q12
how to measure liquids,Bend down to get eye level with standard measuring cups and pour. Stop when the meniscus is at the top of the cup.,0,71c8efa6-db06-48e7-b90b-db5b75e122ec,9_Q15,18_Q12
Choose the right fish for your tank.,Decide what size of fish tank you would like to have and do a little research online to see how much water it holds. Purchase your tank and add the fish.,0,ebf62240-8719-4fb8-ad6b-f6cc4550d46c,10_Q15,19_Q12
how do you marinade meat?,"put your meat in a tupperware container and put barbecue sauce all in it, and stir it around.",1,bca09f2b-e607-4870-8416-5fb55a87bad2,11_Q15,20_Q12
